Q&A,categories
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 11) 포장 재활용 여부,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 14) 보관방법,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 15) 알코올 도수,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 51) 맛,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_2순위 95) 구입하지 않음,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  1) 가격,['price_sensitivity']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  2) 용량,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  4) 제조일자/유통기한,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  5) 품질인증 표시,['premium_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  6) 원산지,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  7) 영양성분,['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  8) 식품첨가물,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위  9) 원재료/성분 함량,['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 10) 포장 디자인,['premium_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 11) 포장 재활용 여부,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 14) 보관방법,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 15) 알코올 도수,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 51) 맛,
BH3. 가공식품 품목별 구입 시 우선 확인하는 사항(음료류)_3순위 95) 구입하지 않음,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  1) 가격,['price_sensitivity']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  2) 용량,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  4) 제조일자/유통기한,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  5) 품질인증 표시,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  6) 원산지,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  7) 영양성분,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  8) 식품첨가물,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위  9) 원재료/성분 함량,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 10) 포장 디자인,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 11) 포장 재활용 여부,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 12) 기능성 표시/식품의 효능,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 14) 보관방법,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 15) 알코올 도수,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 51) 맛,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_1순위 95) 구입하지 않음,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  1) 가격,['price_sensitivity']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  2) 용량,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  4) 제조일자/유통기한,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  5) 품질인증 표시,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  6) 원산지,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  7) 영양성분,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  8) 식품첨가물,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위  9) 원재료/성분 함량,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 10) 포장 디자인,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 11) 포장 재활용 여부,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 12) 기능성 표시/식품의 효능,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 14) 보관방법,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 15) 알코올 도수,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 51) 맛,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_2순위 95) 구입하지 않음,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  1) 가격,['price_sensitivity']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  2) 용량,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'brand_loyalty']"
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  4) 제조일자/유통기한,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  5) 품질인증 표시,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  6) 원산지,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  7) 영양성분,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  8) 식품첨가물,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위  9) 원재료/성분 함량,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 10) 포장 디자인,['premium_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 11) 포장 재활용 여부,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 12) 기능성 표시/식품의 효능,['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 13) 섭취 주의사항(알레르기 유발 등),['health_orientation']
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 14) 보관방법,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 15) 알코올 도수,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 51) 맛,
BI2. 가공식품 품목별 구입 시 우선 확인하는 사항(주류)_3순위 95) 구입하지 않음,
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  2) 용량,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  6) 원산지,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 51) 맛,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_1순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  2) 용량,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  6) 원산지,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 51) 맛,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_2순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  1) 가격,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  2) 용량,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  3) 브랜드/상표/제조사,"['premium_orientation', 'cooking_convenience', 'brand_loyalty', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  4) 제조일자/유통기한,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  5) 품질인증 표시,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  6) 원산지,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  7) 영양성분,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  8) 식품첨가물,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위  9) 원재료/성분 함량,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 10) 포장 디자인,"['premium_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 11) 포장 재활용 여부,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 12) 기능성 표시/식품의 효능,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 13) 섭취 주의사항(알레르기 유발 등),"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 14) 보관방법,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 15) 알코올 도수,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 51) 맛,"['cooking_convenience', 'hmr_preference']"
C2. 간편식(HMR) 품목별 구입 시 우선 확인하는 사항_3순위 95) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  1) 재료를 사서 조리하는 것보다 비용이 적게 들어서,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  2) 간편식이 맛있어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  3) 직접 조리할 줄 몰라서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  4) 직접 조리할 시간이 없어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  5) 조리하기 번거롭고 귀찮아서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  6) 간편식으로 다양한 음식을 맛 볼 수 있어서,"['cooking_convenience', 'hmr_preference', 'variety_seeking']"
C3. 간편식(HMR) 구입 이유_1순위  7) 직접 조리보다 음식물 쓰레기 등 낭비를 줄일 수 있어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  8) 보관성/휴대성이 좋아서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위  9) 균형 잡힌 영양소를 섭취할 수 있어서,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_1순위 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  1) 재료를 사서 조리하는 것보다 비용이 적게 들어서,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  2) 간편식이 맛있어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  3) 직접 조리할 줄 몰라서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  4) 직접 조리할 시간이 없어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  5) 조리하기 번거롭고 귀찮아서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  6) 간편식으로 다양한 음식을 맛 볼 수 있어서,"['cooking_convenience', 'hmr_preference', 'variety_seeking']"
C3. 간편식(HMR) 구입 이유_2순위  7) 직접 조리보다 음식물 쓰레기 등 낭비를 줄일 수 있어서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  8) 보관성/휴대성이 좋아서,"['cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위  9) 균형 잡힌 영양소를 섭취할 수 있어서,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C3. 간편식(HMR) 구입 이유_2순위 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  1) 매일 1회 이상,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  2) 주 4~6회,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  3) 주 2~3회,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  4) 주 1회,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  5) 2주일에 1회,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  6) 1달에 1회,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  7) 그보다 드물게,"['cooking_convenience', 'hmr_preference']"
C4-1. 간편식(HMR) 구입 주기(즉석 조리 식품)  8) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  1) 매일 1회 이상,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  2) 주 4~6회,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  3) 주 2~3회,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  4) 주 1회,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  5) 2주일에 1회,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  6) 1달에 1회,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  7) 그보다 드물게,"['cooking_convenience', 'hmr_preference']"
C4-2. 간편식(HMR) 구입 주기(즉석 섭취 식품)  8) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  1) 매일 1회 이상,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  2) 주 4~6회,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  3) 주 2~3회,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  4) 주 1회,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  5) 2주일에 1회,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  6) 1달에 1회,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  7) 그보다 드물게,"['cooking_convenience', 'hmr_preference']"
C4-3. 간편식(HMR) 구입 주기(신선 편의 식품)  8) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  1) 매일 1회 이상,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  2) 주 4~6회,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  3) 주 2~3회,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  4) 주 1회,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  5) 2주일에 1회,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  6) 1달에 1회,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  7) 그보다 드물게,"['cooking_convenience', 'hmr_preference']"
C4-4. 간편식(HMR) 구입 주기(간편조리세트)  8) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품)  1) 일상 식사용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품)  2) 일상 간식용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품)  3) 안주용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품)  4) 캠핑/여행용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품) 21) 손님 방문용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품) 22) 비상용,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품) 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C7-1. 간편식(HMR) 주 이용 용도(즉석 조리 식품) 98) 없음,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품)  1) 일상 식사용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품)  2) 일상 간식용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품)  3) 안주용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품)  4) 캠핑/여행용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품) 21) 손님 방문용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품) 22) 비상용,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품) 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C7-2. 간편식(HMR) 주 이용 용도(즉석 섭취 식품) 98) 없음,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품)  1) 일상 식사용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품)  2) 일상 간식용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품)  3) 안주용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품)  4) 캠핑/여행용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품) 21) 손님 방문용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품) 22) 비상용,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품) 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C7-3. 간편식(HMR) 주 이용 용도(신선 편의 식품) 98) 없음,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트)  1) 일상 식사용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트)  2) 일상 간식용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트)  3) 안주용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트)  4) 캠핑/여행용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트) 21) 손님 방문용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트) 22) 비상용,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트) 91) 구입하지 않음,"['cooking_convenience', 'hmr_preference']"
C7-4. 간편식(HMR) 주 이용 용도(간편조리세트) 98) 없음,"['cooking_convenience', 'hmr_preference']"
C9-1. 간편식(HMR) 만족도(가격)  1) 매우 불만족 한다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C9-1. 간편식(HMR) 만족도(가격)  2) 불만족하는 편이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C9-1. 간편식(HMR) 만족도(가격)  3) 보통이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C9-1. 간편식(HMR) 만족도(가격)  4) 만족하는 편이다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C9-1. 간편식(HMR) 만족도(가격)  5) 매우 만족한다,"['price_sensitivity', 'cooking_convenience', 'hmr_preference']"
C9-2. 간편식(HMR) 만족도(맛)  1) 매우 불만족 한다,"['cooking_convenience', 'hmr_preference']"
C9-2. 간편식(HMR) 만족도(맛)  2) 불만족하는 편이다,"['cooking_convenience', 'hmr_preference']"
C9-2. 간편식(HMR) 만족도(맛)  3) 보통이다,"['cooking_convenience', 'hmr_preference']"
C9-2. 간편식(HMR) 만족도(맛)  4) 만족하는 편이다,"['cooking_convenience', 'hmr_preference']"
C9-2. 간편식(HMR) 만족도(맛)  5) 매우 만족한다,"['cooking_convenience', 'hmr_preference']"
C9-3. 간편식(HMR) 만족도(안전성)  1) 매우 불만족 한다,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
C9-3. 간편식(HMR) 만족도(안전성)  2) 불만족하는 편이다,"['health_orientation', 'cooking_convenience', 'hmr_preference']"
